"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,1,0.6,2,33,10,4.57387282022487,25.486469531362,-5.42612717977513,54.4195963118291,0.24,0.04
200,40,1,0.6,3,21,10,8.11741717275552,15.2588041821034,-1.88258282724448,18.4977461998971,0.68,0.82
200,40,1,0.6,4,14,10,9.17276093442631,8.31102004064034,-0.827239065573686,8.82912411143875,0.72,0.92
200,40,1,0.6,5,11,10,9.42802840724066,6.27195474928014,-0.571971592759336,6.47366715721819,0.84,0.94
200,40,1,0.6,6,8,10,9.91236893922676,0.543350023953102,-0.0876310607732425,0.540162226286284,0.92,1
200,40,1,0.6,7,6,10,9.50114116310174,4.31794717540747,-0.498858836898263,4.48044837105081,0.84,0.96
200,40,1,0.6,8,5,10,10.041288931717,0.412344820403581,0.0412889317170251,0.405802699877843,0.92,1
200,40,1,0.6,9,4,10,10.0558907969944,0.414415048645491,0.0558907969944364,0.409250528861254,0.92,1
200,40,1,0.6,10,3,10,10.0891064649342,0.377362022158566,0.0891064649341988,0.377754743808464,0.88,1
200,40,1,0.6,11,2,10,10.0139864999819,0.402856333391831,0.013986499981911,0.394994828905739,0.94,1
200,40,1,0.6,12,2,10,10.1304418585596,0.386048353254657,0.130441858559646,0.395342464654059,0.96,1
