"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4,0.8,2,2,326,10,6.04774659978048,24.4939841707252,-3.95225340021952,39.6244114268575,0.04,0.12
200,4,0.8,2,3,201,10,7.18829263232619,21.8834792788232,-2.81170736767381,29.3515080146779,0.54,0.72
200,4,0.8,2,4,138,10,8.62389127991791,11.967385129797,-1.37610872008209,13.621712636687,0.76,0.88
200,4,0.8,2,5,101,10,9.6031162875641,8.2163705016217,-0.396883712435901,8.20955977278617,0.76,0.94
200,4,0.8,2,6,76,10,9.78162489339662,3.41761138205674,-0.21837510660338,3.39694684159964,0.88,0.98
200,4,0.8,2,7,58,10,9.85937725422556,3.67050497453988,-0.140622745774436,3.61686963167822,0.8,0.98
200,4,0.8,2,8,44,10,10.127599610407,1.74408353957365,0.127599610406975,1.72548352935819,0.86,1
200,4,0.8,2,9,34,10,10.0386085009619,1.25217456302704,0.0386085009618622,1.22862168811302,0.88,1
200,4,0.8,2,10,26,10,10.1421841913359,0.876225250667814,0.142184191335881,0.878917089920296,0.9,1
200,4,0.8,2,11,19,10,9.96085510685631,0.786176068227928,-0.0391448931436873,0.771984869522601,0.88,1
200,4,0.8,2,12,13,10,10.0538193497958,0.754869577080622,0.0538193497958481,0.742668707951457,0.92,1
200,4,0.8,2,13,8,10,10.1216823075944,0.526138547887591,0.121682307594408,0.53042236091134,0.94,1
200,4,0.8,2,14,4,10,9.88705063040811,0.71121185032226,-0.112949369591892,0.70974517340702,0.92,1
