"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,13.3333333333333,0.4,2,2,98,10,4.5408466112542,26.0328189297216,-5.4591533887458,55.3145182729819,0.02,0.1
200,13.3333333333333,0.4,2,3,61,10,8.34526140592108,15.354875654186,-1.65473859407892,17.7859379558365,0.6,0.8
200,13.3333333333333,0.4,2,4,42,10,8.02989441043325,12.9676485106601,-1.97010558956675,16.5896115744891,0.62,0.86
200,13.3333333333333,0.4,2,5,30,10,9.37314964012695,3.82787770728515,-0.62685035987305,4.14426152681241,0.78,0.98
200,13.3333333333333,0.4,2,6,23,10,9.52186772873329,5.90446341103681,-0.478132271266709,6.01498461164274,0.8,0.96
200,13.3333333333333,0.4,2,7,18,10,9.75839658680291,2.99938227538703,-0.241603413197087,2.99776683914777,0.86,0.98
200,13.3333333333333,0.4,2,8,14,10,9.61612002237514,3.17546526934404,-0.383879977624863,3.25931980117843,0.92,0.98
200,13.3333333333333,0.4,2,9,11,10,9.94613912253084,1.53584315358709,-0.0538608774691607,1.5080272846371,0.86,1
200,13.3333333333333,0.4,2,10,8,10,10.0666550616316,1.32609828150366,0.0666550616315522,1.3040192131147,0.92,1
200,13.3333333333333,0.4,2,11,6,10,10.2451915569174,0.723166219996104,0.245191556917373,0.768821795179748,0.92,1
200,13.3333333333333,0.4,2,12,4,10,10.0144437269503,0.649638336967264,0.0144437269502689,0.636854191476133,0.9,1
200,13.3333333333333,0.4,2,13,3,10,10.1213354006657,0.895530013976091,0.121335400665677,0.89234169315127,0.94,1
200,13.3333333333333,0.4,2,14,2,10,9.78001683163052,0.575800623751476,-0.219983168369483,0.612677205642322,0.92,1
