"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,20,2,0.2,2,66,1,0.480698290200749,0.41057164505636,-0.519301709799251,0.672034477955659,0.3,0.08
200,20,2,0.2,3,41,1,0.722653922101668,0.536970821644491,-0.277346077898332,0.603152252137189,0.58,0.3
200,20,2,0.2,4,28,1,0.922117307863668,0.286859015046186,-0.0778826921363319,0.287187548479665,0.82,0.5
200,20,2,0.2,5,21,1,0.884830825319788,0.337278063988048,-0.115169174680212,0.343796441504809,0.84,0.54
200,20,2,0.2,6,16,1,0.884242438259716,0.273323197626862,-0.115757561740284,0.281256546774381,0.86,0.46
200,20,2,0.2,7,12,1,0.921910015365359,0.323100025222646,-0.0780899846346409,0.322736070418431,0.82,0.56
200,20,2,0.2,8,9,1,1.0847390292851,0.255232955111552,0.0847390292851,0.257308999093502,0.92,0.68
200,20,2,0.2,9,7,1,1.002787391915,0.218781744616387,0.00278739191499633,0.214413879277747,0.96,0.5
200,20,2,0.2,10,6,1,0.982028005220198,0.296743814026654,-0.0179719947798023,0.291131930342486,0.9,0.58
200,20,2,0.2,11,4,1,0.944076297202855,0.295661739486628,-0.0559237027971452,0.292875965231438,0.96,0.42
200,20,2,0.2,12,3,1,0.878252357788357,0.307219349173536,-0.121747642211643,0.315897450574159,0.94,0.36
200,20,2,0.2,13,2,1,0.922513927851973,0.338191058320535,-0.0774860721480275,0.337431328531054,0.96,0.3
