"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,0.2,1,2,33,1,0.412169411551813,0.90357986185583,-0.587830588448187,1.23105306533405,0.04,0.12
200,40,0.2,1,3,21,1,0.732356556776719,0.97853874536589,-0.267643443223281,1.03060098315899,0.64,0.18
200,40,0.2,1,4,14,1,0.894986528348859,1.34889933012674,-0.105013471651141,1.33294917275243,0.66,0.28
200,40,0.2,1,5,11,1,1.05125641327869,0.748022037975338,0.0512564132786861,0.735688817118027,0.84,0.26
200,40,0.2,1,6,8,1,0.957694825463564,0.886390670527108,-0.0423051745364365,0.870452584909124,0.94,0.2
200,40,0.2,1,7,6,1,0.794552723073568,0.69828355214905,-0.205447276926432,0.726526464702555,0.8,0.28
200,40,0.2,1,8,5,1,1.10976844520338,0.594700536152848,0.10976844520338,0.594855636992158,0.86,0.32
200,40,0.2,1,9,4,1,1.10694570471913,0.569657248257252,0.106945704719135,0.56970148704998,0.9,0.38
200,40,0.2,1,10,3,1,1.03903858577412,0.463326398108269,0.0390385857741178,0.455583881325347,0.94,0.36
200,40,0.2,1,11,2,1,1.01536964061446,0.435497808695732,0.0153696406144626,0.427024078374435,0.9,0.3
200,40,0.2,1,12,2,1,1.11748005745035,0.355643124691249,0.117480057450347,0.362331826095961,0.96,0.52
