"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5.71428571428571,0.6,1,2,228,1,0.44541457765291,0.947884290647035,-0.55458542234709,1.23649159551399,0.04,0.1
200,5.71428571428571,0.6,1,3,141,1,0.57593369503838,1.24441616338317,-0.42406630496162,1.39936007111931,0.36,0.38
200,5.71428571428571,0.6,1,4,97,1,0.696422783911707,1.35136069768486,-0.303577216088293,1.41649260985908,0.66,0.12
200,5.71428571428571,0.6,1,5,71,1,0.860762152881918,0.789821713994483,-0.139237847118082,0.793412457784672,0.76,0.22
200,5.71428571428571,0.6,1,6,53,1,1.000968758644,0.99634901620907,0.000968758643999479,0.976422974378199,0.8,0.32
200,5.71428571428571,0.6,1,7,41,1,0.923303675717803,0.761858109462709,-0.0766963242821974,0.752503273431854,0.82,0.24
200,5.71428571428571,0.6,1,8,31,1,1.00962471582642,0.498961215041474,0.00962471582641977,0.489074625895384,0.9,0.34
200,5.71428571428571,0.6,1,9,24,1,1.04487208659408,0.550846531735667,0.044872086594081,0.54184310525626,0.9,0.36
200,5.71428571428571,0.6,1,10,18,1,1.00483264928602,0.594221535470571,0.00483264928601734,0.582360459260281,0.84,0.36
200,5.71428571428571,0.6,1,11,13,1,1.10033660670757,0.494724804148354,0.100336606707573,0.494897742710977,0.94,0.36
200,5.71428571428571,0.6,1,12,9,1,1.06720302653075,0.310237700044535,0.0672030265307535,0.308549192818537,0.92,0.46
200,5.71428571428571,0.6,1,13,6,1,1.1371701309678,0.440443945026192,0.137170130967802,0.450450710955392,0.94,0.54
200,5.71428571428571,0.6,1,14,3,1,0.966733505485011,0.323146493204267,-0.0332664945149886,0.317790222997497,0.94,0.42
