"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,20,0.8,2,2,66,10,4.75302526162897,25.925945817569,-5.24697473837103,52.9381708063213,0.14,0.14
200,20,0.8,2,3,41,10,6.60918351300757,25.0354799605301,-3.39081648699243,36.0324068097792,0.5,0.66
200,20,0.8,2,4,28,10,9.44905983760378,7.71425972214191,-0.550940162396216,7.86350959024024,0.7,0.94
200,20,0.8,2,5,21,10,9.50041716897056,5.71964607919112,-0.499582831029443,5.85483616266669,0.84,0.96
200,20,0.8,2,6,16,10,9.45705918109839,5.37019303357146,-0.542940818901608,5.55757390572958,0.86,0.96
200,20,0.8,2,7,12,10,9.5435808137162,5.3392432683168,-0.456419186283803,5.44077687655843,0.82,0.96
200,20,0.8,2,8,9,10,10.1276232620679,1.50555451547701,0.127623262067923,1.49173112218832,0.88,1
200,20,0.8,2,9,7,10,10.0458909360449,1.04795117858554,0.0458909360449375,1.02909813302491,0.96,1
200,20,0.8,2,10,6,10,10.0460278400464,0.813453162406155,0.0460278400463849,0.799302661217367,0.94,1
200,20,0.8,2,11,4,10,9.85941882441328,1.07586432676234,-0.140581175586723,1.07411010715643,0.92,1
200,20,0.8,2,12,3,10,9.78728975161886,0.488539674763979,-0.212710248381137,0.524014531035064,0.96,1
200,20,0.8,2,13,2,10,9.8699606969906,0.873090942623093,-0.130039303009401,0.872539344097802,0.92,1
