"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,1,0.2,2,33,1,0.451978426757213,0.399921419714257,-0.548021573242787,0.692250636059471,0.3,0
200,40,1,0.2,3,21,1,0.762818447045501,0.31651327276331,-0.237181552954499,0.366438096369951,0.7,0.3
200,40,1,0.2,4,14,1,0.899188377138243,0.40036725998161,-0.100811622861757,0.402522898085999,0.74,0.46
200,40,1,0.2,5,11,1,0.918578704968042,0.266524579000159,-0.0814212950319579,0.267823514704837,0.9,0.48
200,40,1,0.2,6,8,1,0.91392942908357,0.210062022077909,-0.0860705709164302,0.213268924814231,0.98,0.5
200,40,1,0.2,7,6,1,0.921868392088236,0.25668269164498,-0.0781316079117643,0.257653585966958,0.9,0.48
200,40,1,0.2,8,5,1,0.995555032459477,0.191735689291538,-0.0044449675405227,0.187920733242144,0.94,0.54
200,40,1,0.2,9,4,1,1.01484176082604,0.193765723989222,0.0148417608260429,0.190110687373856,0.94,0.68
200,40,1,0.2,10,3,1,1.08951271316826,0.226729002351916,0.0895127131682625,0.230206948123621,0.94,0.66
200,40,1,0.2,11,2,1,1.00942095399329,0.242734527446508,0.00942095399328502,0.237968591271721,0.98,0.44
200,40,1,0.2,12,2,1,1.10081629281279,0.264139412565541,0.100816292812793,0.269020549210745,0.92,0.62
