"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,20,2,0.6,2,66,10,4.78697748514615,25.6805236179229,-5.21302251485385,52.3425168859375,0.2,0.1
200,20,2,0.6,3,41,10,6.65384487781967,23.9526899213129,-3.34615512218033,34.6703902245803,0.56,0.66
200,20,2,0.6,4,28,10,9.39958643876435,6.35131870835797,-0.600413561235653,6.5847887787065,0.74,0.94
200,20,2,0.6,5,21,10,9.50977160569581,4.51606395144238,-0.490228394304188,4.6660665509956,0.84,0.96
200,20,2,0.6,6,16,10,9.4967444654891,4.35050008595378,-0.503255534510904,4.51675621725056,0.82,0.96
200,20,2,0.6,7,12,10,9.55255503166248,4.46794947072735,-0.447444968337525,4.57879748100337,0.78,0.96
200,20,2,0.6,8,9,10,10.1061608611317,0.550603508414773,0.106160861131741,0.550861566682711,0.9,1
200,20,2,0.6,9,7,10,10.0155566546281,0.40728535181502,0.0155566546280692,0.399381654281937,0.96,1
200,20,2,0.6,10,6,10,9.99863611508599,0.451034377346512,-0.00136388491401362,0.44201554998164,0.9,1
200,20,2,0.6,11,4,10,9.91363128273953,0.510392008925865,-0.0863687172604664,0.507643724068566,0.92,1
200,20,2,0.6,12,3,10,9.83898207949299,0.361785173377739,-0.161017920507012,0.380476240634587,0.94,1
200,20,2,0.6,13,2,10,9.89906558660549,0.49791850768627,-0.10093441339451,0.498147893339838,0.96,1
