"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4.44444444444444,0.6,1,2,293,1,0.130808710320166,1.03788109177477,-0.869191289679834,1.77261696799456,0,0.16
200,4.44444444444444,0.6,1,3,181,1,0.624451268027278,1.46701984228363,-0.375548731972722,1.57871629552428,0.32,0.36
200,4.44444444444444,0.6,1,4,124,1,0.743894282554974,0.722439268915256,-0.256105717445026,0.773580622044982,0.74,0.26
200,4.44444444444444,0.6,1,5,91,1,1.0855185653403,0.832076579325204,0.0855185653403008,0.822748472756563,0.82,0.34
200,4.44444444444444,0.6,1,6,68,1,0.761393973233005,0.696627203486487,-0.238606026766995,0.739627495426289,0.8,0.28
200,4.44444444444444,0.6,1,7,52,1,0.735264801366987,0.609233963857048,-0.264735198633013,0.667134009975168,0.92,0.18
200,4.44444444444444,0.6,1,8,40,1,0.763209253882095,0.58043461195206,-0.236790746117905,0.624895777160093,0.9,0.26
200,4.44444444444444,0.6,1,9,31,1,0.983700467536688,0.399812788425547,-0.0162995324633116,0.392082207415558,0.9,0.38
200,4.44444444444444,0.6,1,10,23,1,1.00588883012604,0.570896984380287,0.00588883012603714,0.559513723012935,0.88,0.36
200,4.44444444444444,0.6,1,11,17,1,0.997170251361363,0.452296998621658,-0.00282974863863694,0.443259066126583,0.9,0.34
200,4.44444444444444,0.6,1,12,12,1,0.844380004730001,0.378158363711214,-0.155619995269999,0.394812779364824,0.92,0.3
200,4.44444444444444,0.6,1,13,7,1,0.930100406251539,0.453918114072718,-0.0698995937484613,0.449725704997464,0.9,0.44
200,4.44444444444444,0.6,1,14,4,1,0.910942042336462,0.371484587827504,-0.0890579576635377,0.371986215894155,0.92,0.4
