"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5,0.2,2,261,1,0.65535469825421,0.634283365025369,-0.34464530174579,0.740378081740308,0,0.54
200,5,0.2,3,161,1,0.685775472344749,0.441544501409257,-0.314224527655251,0.531450665161238,0.52,0.54
200,5,0.2,4,111,1,0.772452733924538,0.354441429243564,-0.227547266075462,0.39913035895711,0.58,0.64
200,5,0.2,5,81,1,0.86561483487108,0.37362753519435,-0.13438516512892,0.38421435709719,0.72,0.64
200,5,0.2,6,61,1,0.973477362270418,0.19558052331241,-0.0265226377295817,0.192372363158297,0.86,0.82
200,5,0.2,7,46,1,0.98359367254591,0.125601296734599,-0.0164063274540901,0.123358438380438,0.92,0.82
200,5,0.2,8,36,1,0.945974420131427,0.104539998353609,-0.0540255798685733,0.105367961666673,0.88,0.86
200,5,0.2,9,27,1,1.05626955541417,0.0678033378704092,0.0562695554141672,0.069613533979509,0.98,0.96
200,5,0.2,10,21,1,1.0200523000727,0.12541378512245,0.0200523000726984,0.123307604158207,0.88,0.94
200,5,0.2,11,15,1,0.989174945682423,0.0793305294633728,-0.0108250543175773,0.0778611006750838,0.9,0.96
200,5,0.2,12,11,1,1.06175935174664,0.0749890091692991,0.0617593517466404,0.0773034465140784,0.88,0.96
200,5,0.2,13,7,1,1.06766106153983,0.0617740938572705,0.0676610615398314,0.0651166312288219,0.94,1
200,5,0.2,14,3,1,0.984468275789276,0.0695671539905063,-0.0155317242107239,0.0684170453676542,0.88,0.96
