"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4,0.2,2,326,1,0.525717542056331,0.461802798414347,-0.474282457943669,0.677510592359148,0.02,0.58
200,4,0.2,3,201,1,0.69691893543501,0.379977176628557,-0.30308106456499,0.464235764793833,0.46,0.52
200,4,0.2,4,138,1,0.920188928603741,0.232397963398116,-0.0798110713962593,0.234119811247573,0.8,0.72
200,4,0.2,5,101,1,0.875974382281232,0.258356923087812,-0.124025617718768,0.268572138476578,0.72,0.66
200,4,0.2,6,76,1,0.915762415280782,0.198590564760031,-0.0842375847192183,0.201714724144158,0.84,0.76
200,4,0.2,7,58,1,0.955040929733691,0.142944828762389,-0.044959070266309,0.142107250186352,0.88,0.82
200,4,0.2,8,44,1,0.975293106529993,0.120214871559503,-0.0247068934700073,0.118421004713251,0.9,0.78
200,4,0.2,9,34,1,0.979282848997856,0.0969176618102945,-0.0207171510021444,0.0954085089197343,0.9,0.88
200,4,0.2,10,26,1,1.067613661428,0.0858665595155715,0.0676136614280021,0.0887208355369605,0.94,0.92
200,4,0.2,11,19,1,0.964732340398133,0.0749673949797079,-0.0352676596018672,0.0747118548939069,0.9,0.94
200,4,0.2,12,13,1,1.05632038796593,0.0970031414146917,0.0563203879659295,0.0982350646870306,0.86,0.98
200,4,0.2,13,8,1,0.955759207771877,0.118549582737527,-0.044240792228123,0.118135838779748,0.8,0.9
200,4,0.2,14,4,1,1.0010344128283,0.0587249849191944,0.00103441282830086,0.0575515552307098,0.92,0.98
