"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,20,0.6,2,66,10,5.59381055725408,25.5292117073261,-4.40618944274592,44.4331328785452,0,0.56
200,20,0.6,3,41,10,8.49184002879465,14.6305547723298,-1.50815997120535,16.6124901756293,0.58,0.84
200,20,0.6,4,28,10,8.79642580326315,11.5403620137454,-1.20357419673685,12.7581456205213,0.62,0.88
200,20,0.6,5,21,10,9.67583859123531,2.38326504231389,-0.324161408764692,2.44068036039993,0.82,0.98
200,20,0.6,6,16,10,9.65247895053091,2.4614194460657,-0.347521049469089,2.53296193696849,0.86,0.98
200,20,0.6,7,12,10,9.65339110673838,4.4493459900679,-0.346608893261621,4.48049679515459,0.86,0.96
200,20,0.6,8,9,10,9.90420804742764,2.56166091745675,-0.0957919525723625,2.51960379728524,0.84,0.98
200,20,0.6,9,7,10,9.91428481973356,0.476383662562063,-0.0857151802664387,0.47420308143893,0.86,1
200,20,0.6,10,6,10,9.95248914951798,0.365572010765807,-0.0475108504820199,0.360517851464016,0.86,1
200,20,0.6,11,4,10,9.97762163591571,0.305535964906247,-0.0223783640842896,0.299926036787211,0.9,1
200,20,0.6,12,3,10,10.034037004455,0.224901864722279,0.0340370044550404,0.221562345100106,0.9,1
200,20,0.6,13,2,10,9.82369482994342,0.226926955480398,-0.17630517005658,0.25347192935947,0.9,1
