"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,13.3333333333333,0.4,2,98,10,5.61835283570977,25.6378124965549,-4.38164716429023,44.3238881189565,0.02,0.56
200,13.3333333333333,0.4,3,61,10,6.97811830281885,21.6239663211639,-3.02188169718115,30.323255986499,0.48,0.7
200,13.3333333333333,0.4,4,42,10,8.64711947083143,10.7737967535351,-1.35288052916857,12.3886065446679,0.76,0.88
200,13.3333333333333,0.4,5,30,10,9.30887441278101,5.84357852219231,-0.691125587218993,6.20436152905726,0.84,0.94
200,13.3333333333333,0.4,6,23,10,9.36319316699915,6.10899241232184,-0.636806833000847,6.39233550663197,0.78,0.94
200,13.3333333333333,0.4,7,18,10,9.9571546550761,0.244927565006315,-0.0428453449239043,0.241864737287838,0.9,1
200,13.3333333333333,0.4,8,14,10,10.0910169145978,0.247815642912052,0.0910169145978337,0.251143408796721,0.88,1
200,13.3333333333333,0.4,9,11,10,9.99522475439675,0.307492094287921,-0.0047752456032466,0.301365055372734,0.8,1
200,13.3333333333333,0.4,10,8,10,10.0257318198921,0.151986868992967,0.0257318198920764,0.149609258168065,0.96,1
200,13.3333333333333,0.4,11,6,10,9.94840651554235,0.150107123852295,-0.0515934844576549,0.149766869013732,0.9,1
200,13.3333333333333,0.4,12,4,10,10.002450787827,0.15074052742176,0.00245078782704056,0.147731723234298,0.94,1
200,13.3333333333333,0.4,13,3,10,9.98606265438868,0.16622961627742,-0.0139373456113159,0.163099273554561,0.9,1
200,13.3333333333333,0.4,14,2,10,10.0942640509448,0.111386500261017,0.0942640509448012,0.118044481556321,0.96,1
