"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,6.66666666666667,0.6,2,196,1,0.521088360924673,1.14368236881381,-0.478911639075327,1.35016507947935,0,0.5
200,6.66666666666667,0.6,3,121,1,0.72767228815551,0.789376104283074,-0.27232771184449,0.847750964835868,0.44,0.44
200,6.66666666666667,0.6,4,83,1,0.716887066448099,0.601399334637425,-0.283112933551901,0.66952428108904,0.66,0.38
200,6.66666666666667,0.6,5,60,1,0.741008076001714,0.682979985801195,-0.258991923998286,0.736397202781505,0.7,0.28
200,6.66666666666667,0.6,6,46,1,0.98985577338581,0.53019917223101,-0.0101442266141898,0.51969809411999,0.86,0.58
200,6.66666666666667,0.6,7,35,1,1.08883139046332,0.388911305092968,0.0888313904633196,0.389024094922756,0.82,0.64
200,6.66666666666667,0.6,8,27,1,1.08233154213907,0.389405222574381,0.0823315421390727,0.388395600953891,0.84,0.48
200,6.66666666666667,0.6,9,21,1,1.02704580863618,0.358271646229455,0.0270458086361813,0.351837689069651,0.84,0.54
200,6.66666666666667,0.6,10,15,1,0.948262429177433,0.31983020023066,-0.0517375708225675,0.316110372460667,0.86,0.54
200,6.66666666666667,0.6,11,11,1,0.97923826463574,0.209241470666755,-0.0207617353642603,0.205487690908755,0.94,0.62
200,6.66666666666667,0.6,12,8,1,0.992243145250481,0.187229170714738,-0.00775685474951859,0.183544756096048,0.9,0.62
200,6.66666666666667,0.6,13,5,1,1.06289218048155,0.212214473712288,0.0628921804815474,0.211925610603765,0.94,0.66
200,6.66666666666667,0.6,14,3,1,0.969916881627135,0.157913748484106,-0.0300831183728655,0.15566046752546,0.92,0.68
