"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,13.3333333333333,0.2,2,98,1,0.526074569931295,0.562830575217917,-0.473925430068705,0.776179276979366,0,0.54
200,13.3333333333333,0.2,3,61,1,0.822277323211518,0.306485836639901,-0.177722676788482,0.331941469751967,0.62,0.66
200,13.3333333333333,0.2,4,42,1,0.878462517876452,0.264602778336726,-0.121537482123548,0.274082082330923,0.7,0.74
200,13.3333333333333,0.2,5,30,1,1.11076094028839,0.201852251407156,0.11076094028839,0.210083192272581,0.88,0.84
200,13.3333333333333,0.2,6,23,1,0.942091125939851,0.196847710395181,-0.0579088740601486,0.196264193882191,0.84,0.8
200,13.3333333333333,0.2,7,18,1,1.06984654285903,0.0822255985736798,0.069846542859026,0.085459626151564,0.92,0.9
200,13.3333333333333,0.2,8,14,1,0.916780712376992,0.155360416047769,-0.0832192876230081,0.159178657559294,0.82,0.74
200,13.3333333333333,0.2,9,11,1,1.05892558626038,0.0770978322610738,0.0589255862603812,0.079028100331982,0.96,0.96
200,13.3333333333333,0.2,10,8,1,1.03910882491531,0.0991331023448141,0.0391088249153149,0.0986799404841746,0.92,0.9
200,13.3333333333333,0.2,11,6,1,0.958416118305402,0.0664906941386045,-0.0415838816945977,0.0668900994726227,0.92,0.96
200,13.3333333333333,0.2,12,4,1,0.995857887442926,0.110217215340458,-0.00414211255707386,0.108030028130084,0.84,0.92
200,13.3333333333333,0.2,13,3,1,1.01773748275161,0.0521370553166316,0.0177374827516079,0.0514089325046626,0.94,0.96
200,13.3333333333333,0.2,14,2,1,1.08319609849879,0.0520853566964835,0.0831960984987912,0.0579652403679744,0.96,0.98
