"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5.71428571428571,0.4,2,228,10,4.27800048700114,23.9756175567511,-5.72199951299886,56.2373836323753,0,0.44
200,5.71428571428571,0.4,3,141,10,7.4069122786128,20.1303974921606,-2.5930877213872,26.4518934731264,0.38,0.74
200,5.71428571428571,0.4,4,97,10,9.19906600901681,7.86492019987705,-0.800933990983188,8.34911705379176,0.76,0.92
200,5.71428571428571,0.4,5,71,10,9.54361943524402,4.17714629943329,-0.456380564755978,4.30188659333161,0.84,0.96
200,5.71428571428571,0.4,6,53,10,9.67719887268199,2.30743371166272,-0.322801127318014,2.36548560522725,0.8,0.98
200,5.71428571428571,0.4,7,41,10,10.0038777489708,0.278270551391118,0.00387774897077087,0.272720177300376,0.88,1
200,5.71428571428571,0.4,8,31,10,9.96575318766229,0.201701104730152,-0.0342468123377113,0.198839926790844,0.9,1
200,5.71428571428571,0.4,9,24,10,10.0556178616121,0.161022700677337,0.0556178616121219,0.160895593194095,0.96,1
200,5.71428571428571,0.4,10,18,10,10.0803412698368,0.162366725068291,0.0803412698368149,0.165574110205917,0.9,1
200,5.71428571428571,0.4,11,13,10,9.99934176316534,0.130712481648085,-0.000658236834661707,0.128098665290853,0.9,1
200,5.71428571428571,0.4,12,9,10,10.0008860262231,0.176105065573142,0.000886026223128056,0.172583749304147,0.9,1
200,5.71428571428571,0.4,13,6,10,9.97113577658522,0.182493615964765,-0.028864223414784,0.179676887038808,0.94,1
200,5.71428571428571,0.4,14,3,10,10.0424398737606,0.172060616406409,0.0424398737606264,0.170420546963098,0.94,1
