"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,0.6,2,33,10,4.25906974748509,25.8369431787068,-5.74093025251491,58.2784844793736,0.04,0.42
200,40,0.6,3,21,10,7.25586167451672,19.3103454943235,-2.74413832548328,26.4544337338232,0.42,0.74
200,40,0.6,4,14,10,8.54641861250602,12.6061440833985,-1.45358138749398,14.4669200517995,0.74,0.86
200,40,0.6,5,11,10,9.78215338175527,4.62831798763145,-0.217846618244728,4.58320877695949,0.72,0.96
200,40,0.6,6,8,10,9.22482105379054,8.05879969657879,-0.775178946209465,8.49852610129363,0.76,0.92
200,40,0.6,7,6,10,9.88210192493099,2.52656889941403,-0.117898075069011,2.48993747753073,0.82,0.98
200,40,0.6,8,5,10,9.97543150885939,0.347224216316071,-0.0245684911406112,0.340883342746676,0.92,1
200,40,0.6,9,4,10,9.99229959432726,0.417446374317705,-0.00770040567274144,0.409156743078875,0.86,1
200,40,0.6,10,3,10,10.0568735375072,0.324084785502949,0.056873537507208,0.320837689061474,0.96,1
200,40,0.6,11,2,10,10.0682191406936,0.25987252384379,0.0682191406935502,0.259328924523881,0.94,1
200,40,0.6,12,2,10,10.0145735424031,0.248340528418182,0.0145735424031272,0.243586105987994,0.9,1
