"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5.71428571428571,0.8,2,228,10,4.19256818562233,23.512295086434,-5.80743181437767,56.7683134633512,0,0.44
200,5.71428571428571,0.8,3,141,10,7.59699447447708,19.2900872853915,-2.40300552552292,24.6787210953774,0.58,0.76
200,5.71428571428571,0.8,4,97,10,8.1617432718905,15.5251761967334,-1.8382567281095,18.5938604712386,0.66,0.82
200,5.71428571428571,0.8,5,71,10,9.65484776920112,2.77840795156162,-0.345152230798876,2.84196985495583,0.78,0.98
200,5.71428571428571,0.8,6,53,10,9.42661817245576,6.35262763979053,-0.573381827544241,6.5543418071527,0.84,0.94
200,5.71428571428571,0.8,7,41,10,10.1703150422283,0.597478239337104,0.170315042228289,0.614535888159586,0.88,1
200,5.71428571428571,0.8,8,31,10,9.87796068171209,0.471827308807082,-0.122039318287909,0.477284357839118,0.92,1
200,5.71428571428571,0.8,9,24,10,9.88900062634429,0.37264465638823,-0.110999373655709,0.377512624212425,0.94,1
200,5.71428571428571,0.8,10,18,10,10.0094511095412,0.379552544625016,0.00945110954120487,0.372050817204076,0.96,1
200,5.71428571428571,0.8,11,13,10,9.85815666527746,0.303325509986872,-0.141843334722541,0.317378531392345,0.94,1
200,5.71428571428571,0.8,12,9,10,10.0536975560331,0.405472065478566,0.0536975560331463,0.400246051692928,0.84,1
200,5.71428571428571,0.8,13,6,10,10.0219231453279,0.330442900475835,0.0219231453279214,0.324314666767388,0.9,1
200,5.71428571428571,0.8,14,3,10,10.0449647942685,0.292220359266405,0.0449647942684592,0.288397784804681,0.96,1
