"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4.44444444444444,0.4,2,293,10,6.46338403400011,24.738104342158,-3.53661596599989,36.7509947462802,0.02,0.64
200,4.44444444444444,0.4,3,181,10,7.38417178605478,17.9042433454843,-2.61582821394522,24.3887157234465,0.5,0.76
200,4.44444444444444,0.4,4,124,10,9.0783567850047,7.69362918370949,-0.921643214995305,8.38918281578218,0.74,0.92
200,4.44444444444444,0.4,5,91,10,9.16358416219254,5.74579804493543,-0.836415837807456,6.33047353777187,0.8,0.94
200,4.44444444444444,0.4,6,68,10,9.33867701258512,5.969341483128,-0.661322987414884,6.28730274714879,0.74,0.94
200,4.44444444444444,0.4,7,52,10,9.96209180126901,0.226590590224895,-0.0379081987309924,0.223495809951426,0.9,1
200,4.44444444444444,0.4,8,40,10,10.0946932283809,0.258785574558133,0.0946932283808675,0.262576670568162,0.84,1
200,4.44444444444444,0.4,9,31,10,9.49579033991129,4.01389123414956,-0.504209660088708,4.18784079079334,0.9,0.96
200,4.44444444444444,0.4,10,23,10,9.96939707019178,0.312189378549996,-0.0306029298082162,0.306882130291842,0.82,1
200,4.44444444444444,0.4,11,17,10,10.0368142803054,0.122166023179575,0.0368142803054123,0.121077993950388,0.92,1
200,4.44444444444444,0.4,12,12,10,10.0031458475261,0.166170477618539,0.00314584752613278,0.162856964422826,0.86,1
200,4.44444444444444,0.4,13,7,10,10.03028580968,0.110116860016065,0.0302858096800307,0.108831753083719,0.94,1
200,4.44444444444444,0.4,14,4,10,9.98459448290258,0.135835965038006,-0.0154055170974203,0.133356575694285,0.9,1
