"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4.44444444444444,0.8,2,293,10,5.58399249803784,25.8879038769515,-4.41600750196216,44.8712680567986,0,0.56
200,4.44444444444444,0.8,3,181,10,7.00725257701078,22.1099028122088,-2.99274742298922,30.6242418937733,0.46,0.7
200,4.44444444444444,0.8,4,124,10,8.27016712872162,14.4007576474153,-1.72983287127838,17.1050642570222,0.64,0.84
200,4.44444444444444,0.8,5,91,10,9.93904522261564,0.782204369778483,-0.0609547773843584,0.77027576726889,0.8,1
200,4.44444444444444,0.8,6,68,10,9.53561348665206,4.38246716377543,-0.464386513347941,4.51047265427938,0.9,0.96
200,4.44444444444444,0.8,7,52,10,9.92266366645281,0.594430101218007,-0.0773363335471853,0.588522407680168,0.9,1
200,4.44444444444444,0.8,8,40,10,9.98296032380377,0.337921024588448,-0.0170396761962284,0.331452954661551,0.98,1
200,4.44444444444444,0.8,9,31,10,9.89870586409826,0.335224755102283,-0.101294135901739,0.338780761968317,0.96,1
200,4.44444444444444,0.8,10,23,10,9.82546522314334,0.436019983439134,-0.174534776856664,0.457761972102757,0.82,1
200,4.44444444444444,0.8,11,17,10,9.80455629841263,2.16152956998438,-0.195443701587374,2.15649721907487,0.92,0.98
200,4.44444444444444,0.8,12,12,10,10.209791564355,0.277727646673925,0.209791564354987,0.316185594214959,0.88,1
200,4.44444444444444,0.8,13,7,10,10.0220628244426,0.188480671237014,0.0220628244426173,0.185197826034659,0.96,1
200,4.44444444444444,0.8,14,4,10,9.98935664914071,0.226101835194186,-0.0106433508592865,0.221693079407817,0.86,1
